2,46,Male,Mobile,15.6300001144409,9,4,6,1,1,1,19.1700000762939,86.7300033569336,1
5,38,Female,Mobile,26.3500003814697,9,12,4,1,0,0,18.1499996185303,55.3499984741211,1
6,56,Female,Desktop,26.6000003814697,1,12,7,1,1,0,28.3999996185303,13.8999996185303,1
7,36,Male,Mobile,7.59999990463257,11,11,6,1,1,1,4.51000022888184,13.1199998855591,1
8,40,Female,Mobile,26.9799995422363,7,5,2,1,0,0,33.3400001525879,12.6099996566772,1
9,28,Female,Mobile,10.8999996185303,14,7,9,0,0,1,13.8000001907349,85.4599990844727,1
10,28,Female,Mobile,9.97000026702881,3,14,8,0,0,0,14.1199998855591,14.1599998474121,1
11,41,Female,Tablet,22.0799999237061,11,14,4,1,1,0,23.4300003051758,80.8499984741211,1
12,53,Female,Mobile,9.84000015258789,17,6,2,1,0,0,5.96999979019165,84.4700012207031,1
13,57,Male,Desktop,2.53999996185303,18,6,6,0,0,1,3.36999988555908,10.5,1
14,41,Male,Desktop,11.8299999237061,19,0,3,1,1,1,9.63000011444092,90.1999969482422,1
15,20,Female,Desktop,21.9200000762939,18,2,0,1,0,0,30.6800003051758,89.75,1
16,39,Male,Mobile,10.4799995422363,6,2,4,0,1,0,15.4899997711182,63.8199996948242,1
18,41,Female,Mobile,20.1399993896484,7,11,3,1,0,0,11.7399997711182,64.7300033569336,1
19,47,Female,Desktop,22.2800006866455,5,13,6,1,0,1,31.1399993896484,40.4799995422363,1
20,55,Female,Mobile,27.0200004577637,5,1,7,1,0,0,37.7999992370605,58.8699989318848,1
22,38,Female,Mobile,5.82999992370605,12,6,8,1,1,0,8.09000015258789,11.3299999237061,1
23,50,Male,Desktop,10.25,8,8,4,0,0,0,14.6599998474121,23.3799991607666,1
24,29,Male,Mobile,13.5299997329712,18,0,5,1,0,1,14.2799997329712,52.4099998474121,1
25,39,Male,Mobile,21.7000007629395,18,11,6,1,0,1,25.75,25.8600006103516,1
26,42,Female,Mobile,1.37999999523163,17,13,9,0,0,1,1.53999996185303,99.2799987792969,1
28,59,Female,Desktop,23.6200008392334,15,10,8,1,0,0,22.1100006103516,43.4000015258789,1
29,45,Female,Mobile,20.4500007629395,6,5,0,0,1,1,24.1599998474121,90.2699966430664,1
30,33,Female,Desktop,22.2199993133545,12,1,5,1,1,1,24.6700000762939,14.4399995803833,1
31,32,Female,Mobile,24.5400009155273,7,13,5,0,1,0,17.5499992370605,28.7900009155273,1
32,20,Female,Mobile,23.7099990844727,8,11,6,0,1,1,33.4300003051758,95.5899963378906,1
34,24,Male,Mobile,13.75,3,4,5,0,1,1,7.82000017166138,92.0699996948242,1
37,56,Male,Mobile,6.88000011444092,15,12,7,0,1,1,6.11999988555908,57.6500015258789,1
40,42,Male,Mobile,27.8199996948242,8,2,6,0,1,0,22.5599994659424,44.6800003051758,1
41,31,Male,Mobile,6.17999982833862,18,3,4,1,0,0,8.53999996185303,15.3299999237061,1
42,26,Male,Mobile,3.39000010490417,5,3,6,1,0,1,3.4300000667572,65.25,1
43,43,Female,Mobile,26.5599994659424,7,14,2,1,0,1,35.189998626709,0.419999986886978,1
45,37,Female,Desktop,9.02000045776367,19,11,5,0,1,1,10.5200004577637,92.9100036621094,1
47,24,Male,Desktop,20.1499996185303,19,12,1,0,1,0,27.4200000762939,80.379997253418,1
48,25,Male,Desktop,10.5699996948242,4,3,1,1,1,0,15.2600002288818,14.1199998855591,1
49,52,Male,Desktop,26.4400005340576,7,3,6,1,1,0,31.3999996185303,52.0299987792969,1
50,31,Female,Mobile,4.11999988555908,6,5,0,1,0,1,2.66000008583069,71.9100036621094,1
51,34,Male,Mobile,2.09999990463257,14,8,8,1,0,0,2.02999997138977,10.1199998855591,1
52,53,Male,Mobile,7.05000019073486,19,9,2,0,1,1,6.80000019073486,14.6999998092651,1
53,57,Male,Desktop,9.30000019073486,11,5,5,1,0,0,12.3699998855591,4.01000022888184,1
54,21,Female,Mobile,4.26999998092651,7,5,2,1,1,0,4.09999990463257,32.310001373291,1
55,19,Female,Desktop,2.91000008583069,3,6,8,0,0,1,2.42000007629395,87.7300033569336,1
57,59,Female,Mobile,5.76000022888184,11,0,6,1,0,1,6.6100001335144,85.3300018310547,1
58,21,Female,Mobile,27.5,15,7,0,1,0,0,36.0200004577637,8.36999988555908,1
60,35,Female,Mobile,20.4500007629395,15,14,4,0,0,0,28.4200000762939,80.3899993896484,1
61,43,Female,Mobile,7.53999996185303,17,8,6,0,0,1,8.5,49.7799987792969,1
62,51,Male,Desktop,7.96999979019165,11,13,6,0,1,0,8.15999984741211,47.0900001525879,1
63,27,Male,Mobile,17.6700000762939,12,13,4,0,1,1,22.9899997711182,47.560001373291,1
65,31,Female,Desktop,23.2900009155273,11,3,4,1,1,1,29.2999992370605,88.6399993896484,1
66,48,Female,Desktop,22.9799995422363,11,8,4,0,0,1,23.1200008392334,52.0999984741211,1
67,32,Female,Mobile,20.4500007629395,9,7,3,1,0,0,12.75,97.3899993896484,1
69,31,Male,Mobile,26.8299999237061,4,14,7,0,0,1,30.8099994659424,73.7600021362305,1
70,40,Male,Mobile,19.0499992370605,2,13,9,0,1,1,11.1000003814697,63.6199989318848,1
71,57,Male,Mobile,29.7199993133545,4,5,4,0,1,1,28.2399997711182,83.5199966430664,1
72,38,Male,Mobile,24.7600002288818,14,8,7,1,0,1,24.4300003051758,88.1699981689453,1
74,35,Male,Mobile,10.3000001907349,17,2,2,1,1,0,12.1400003433228,35.9700012207031,1
76,43,Female,Mobile,21.9200000762939,6,7,3,1,0,1,11.6999998092651,22.1299991607666,1
77,42,Male,Mobile,16.9599990844727,12,1,2,1,0,1,21.9500007629395,58.6199989318848,1
78,58,Female,Desktop,23.7999992370605,15,11,2,0,0,1,35.2599983215332,78.0500030517578,1
80,32,Male,Mobile,6.32999992370605,10,8,7,0,0,1,6.34000015258789,40.2000007629395,1
81,18,Female,Mobile,2.55999994277954,2,14,9,0,0,0,2.63000011444092,91.5100021362305,1
82,42,Male,Mobile,17.6299991607666,12,8,4,1,1,1,25.2199993133545,35.5999984741211,1
83,24,Male,Tablet,20.9699993133545,12,7,0,0,0,0,21.8999996185303,60.4700012207031,1
84,26,Male,Desktop,10.460000038147,7,7,0,0,0,0,8.13000011444092,43.3800010681152,1
85,41,Female,Desktop,18.7900009155273,1,0,2,0,1,1,22.1299991607666,87.6999969482422,1
86,18,Female,Mobile,2.50999999046326,18,10,5,0,1,1,2.45000004768372,42.4099998474121,1
88,41,Female,Mobile,21.3500003814697,5,13,0,0,0,0,27.3999996185303,17.3299999237061,1
89,28,Male,Desktop,11.6700000762939,15,14,6,1,1,1,16.7600002288818,34.9199981689453,1
90,34,Female,Desktop,20.4699993133545,10,0,1,0,0,1,13.0600004196167,66.9599990844727,1
91,25,Female,Tablet,25.1200008392334,19,8,7,1,1,0,25.6599998474121,17.5799999237061,1
93,52,Male,Mobile,5.98999977111816,7,0,0,1,0,0,5.59999990463257,1.05999994277954,1
94,50,Female,Mobile,15.1000003814697,18,7,9,1,1,0,17.0200004577637,36.7000007629395,1
95,22,Female,Desktop,22.2800006866455,2,6,1,1,0,0,29.3400001525879,46.5900001525879,1
96,59,Male,Desktop,23.4500007629395,19,1,1,0,1,1,22.8299999237061,9.60999965667725,1
98,58,Male,Mobile,7.61999988555908,15,6,0,0,0,1,5.19000005722046,10.2799997329712,1
99,45,Male,Mobile,6.57999992370605,10,4,2,1,0,0,8.72000026702881,9,1
100,24,Female,Mobile,18.1100006103516,10,14,4,1,1,1,23.4699993133545,36.7900009155273,1
101,26,Male,Desktop,22.4899997711182,12,6,6,1,0,1,27.9599990844727,73.8300018310547,1
102,25,Female,Mobile,10.2600002288818,8,9,5,0,1,1,9.17000007629395,96.370002746582,1
