2,46,Male,Mobile,15.6300001144409,9,4,6,1,1,1,19.1700000762939,86.7300033569336,1
5,38,Female,Mobile,26.3500003814697,9,12,4,1,0,0,18.1499996185303,55.3499984741211,1
6,56,Female,Desktop,26.6000003814697,1,12,7,1,1,0,28.3999996185303,13.8999996185303,1
7,36,Male,Mobile,7.59999990463257,11,11,6,1,1,1,4.51000022888184,13.1199998855591,1
8,40,Female,Mobile,26.9799995422363,7,5,2,1,0,0,33.3400001525879,12.6099996566772,1
9,28,Female,Mobile,10.8999996185303,14,7,9,0,0,1,13.8000001907349,85.4599990844727,1
10,28,Female,Mobile,9.97000026702881,3,14,8,0,0,0,14.1199998855591,14.1599998474121,1
11,41,Female,Tablet,22.0799999237061,11,14,4,1,1,0,23.4300003051758,80.8499984741211,1
12,53,Female,Mobile,9.84000015258789,17,6,2,1,0,0,5.96999979019165,84.4700012207031,1
13,57,Male,Desktop,2.53999996185303,18,6,6,0,0,1,3.36999988555908,10.5,1
